#,Applicant Name,Discipline ,Allocation,Mailing Address,MA Part 2,Mail City,Mail State,Mail Zip,Fiscal Year
1278,Ghost Road Company,Theatre,"4,830 ",P.O. Box 2323,,Culver City,CA,90230,2015-16
1279,Golden State Pops Orchestra / Friends of the GSPO,Music,"3,760 ",383 W. 6th St,Unit 4,San Pedro,CA,90731,2015-16
1280,Granada Chamber of Commerce,Festivals/Parades,"7,350 ",17723 Chatsworth St,,Granada Hills,CA,91344,2015-16
1281,Grand Performances,Multi-disciplinary,"8,390 ",350 S. Grand Ave,,Los Angeles,CA,90071,2015-16
1282,Grand Performances,Multi-disciplinary,"34,220 ",350 S. Grand Ave,,Los Angeles,CA,90071,2015-16
1283,Grand Vision Foundation,Multi-disciplinary,"6,340 ",434 W. 6th St,,San Pedro,CA,90731,2015-16
1284,Grandeza Mexicana Folk Ballet Company,Dance,"6,090 ",12717 S. Budlong Ave,,Los Angeles,CA,90044,2015-16
1285,Greenway Arts Alliance Inc,Theatre,"9,240 ",544 N. Fairfax Ave,,Los Angeles,CA,90036,2015-16
1286,H E Art Project dba artworxLA,Multi-disciplinary,"30,440 ",1140 N. Citrus Ave,,Los Angeles,CA,90038,2015-16
1287,"Harmony Project, The",Music,"19,100 ",817 N. Vine St,#204,Los Angeles,CA,90038,2015-16
1288,Hatchery Arts,Multi-disciplinary,"13,650 ",P.O. Box 93325,,Hollywood,CA,90093,2015-16
1289,Heal One World,Media,"2,200 ",3503 W. Pico Blvd,,Los Angeles,CA,90019,2015-16
1290,Highland Park Chamber of Commerce,Festivals/Parades,"4,830 ",1270 N Ave 50,,Los Angeles,CA,90042,2015-16
1291,Hollywood Arts Council,Multi-disciplinary,"8,360 ",6671 Sunset Blvd,Ste 111,Hollywood,CA,90028,2015-16
1292,Hollywood Arts Council,Multi-disciplinary,"6,090 ",6671 Sunset Blvd,Ste 111,Hollywood,CA,90028,2015-16
1293,Hollywood Master Chorale,Music,"2,720 ",P.O. Box 461135,,West Hollywood,CA,90046,2015-16
1294,Human Resources LA Inc,Visual/Design,"4,830 ",410 Cottage Home St,,Los Angeles,CA,90012,2015-16
1295,"Imagination Workshop Inc, The",Theatre,"7,860 ","c/o UCLA Semel Institute, 760 Westwood Plaza",Ste C8-151,Los Angeles,CA,90024,2015-16
1296,INCA the Peruvian Music & Dance Ensemble,Music,"6,090 ",POB 39813,,Los Angeles,CA,90039,2015-16
1297,"Independent Shakespeare Co Inc, The",Theatre,"14,910 ",3191 Casitas Ave,#168,Los Angeles,CA,90039,2015-16
1298,Indian Film Festival of Los Angeles,Media,"5,590 ",5225 Wilshire Blvd,Ste 417,Los Angeles,CA,90036,2015-16
1299,"Industry Productions Inc, The",Music,"12,390 ",PO Box 291726,,Los Angeles,CA,90029,2015-16
1300,Inner-City Arts,Multi-disciplinary,"22,880 ",720 Kohler St,,Los Angeles,CA,90021,2015-16
1301,Interact Theatre Company,Theatre,"7,600 ",P.O. Box 349,,North Hollywood,CA,91603-0349,2015-16
1302,International Documentary,Media,"20,360 ",3470 Wilshire Blvd,Ste 980,Los Angeles,CA,90010,2015-16
1303,International Eye Los Angeles,Multi-disciplinary,"4,830 ",7381 La Tijera Blvd,# 1034,Los Angeles,CA,90045,2015-16
1304,Invertigo Dance Theatre,Dance,"6,720 ",12934 McCune Ave,,Los Angeles,CA,90066,2015-16
1305,Jabberwocky Theatre Company,Theatre,"10,380 ",12405 Venice Blvd,#153,Los Angeles,CA,90066,2015-16
1306,Japanese American Cultural and Community Center,Media,"19,730 ",244 S. San Pedro St,#505,Los Angeles,CA,90012,2015-16
1307,Japanese American National Museum,Culture/History,"29,180 ",369 E. First St,,Los Angeles,CA,90012,2015-16
1308,Jazz Bakery Performance Space,Music,"8,110 ",1836 Benedict Canyon Dr,,Beverly Hills,CA,90210,2015-16
1309,Justice by Uniting in Creative Energy,Multi-disciplinary,"4,200 ",P.O. Box 17837,,Los Angeles,CA,90017,2015-16
1310,Kadima Conservatory of Music Inc,Music,"5,840 ",14023 Chandler Blvd,,Sherman Oaks,CA,91401,2015-16
1311,KCETLink,Media,"29,300 ",2900 West Alameda Ave.,,Burbank,CA,91505,2015-16
1312,Kodo Arts Sphere America,Traditional/Folk,"4,330 ",P.O. Box 662064,,Los Angeles,CA,90066,2015-16
1313,Kwanzaa Heritage Foundation,Festivals/Parades,"6,720 ",1260 1/2 W 51st. St,,Los Angeles,CA,90037,2015-16
1314,L A Freewaves,Media,"5,340 ",6522 Hollywood Blvd,,Los Angeles,CA,90028,2015-16
1315,L A Stage Alliance,Business Management & Arts Advocacy,"31,700 ",PO Box 811908,,Los Angeles,CA,90081,2015-16
1316,LA Contemporary Dance,Dance,"5,200 ",4470 W. Sunset Blvd.,#553,Los Angeles,CA,90027,2015-16
1317,LA Theatre Works,Multi-disciplinary,"16,580 ",681 Venice Blvd,,Venice,CA,90291-4805,2015-16
1318,Latin-American Cinemateca of Los Angeles,Media,"5,990 ",3714 Griffin Ave,,Los Angeles,CA,90031,2015-16
1319,Latino Theater Company,Theatre,"7,760 ",514 S. Spring St,,Los Angeles,CA,90013,2015-16
1320,Launch Productions Inc,Multi-disciplinary,"10,120 ",5858 Wilshrie Blvd,Ste 205,Los Angeles,CA,90036,2015-16
1321,LAXART,Visual/Design,"12,290 ",7000 Santa Monica Blvd,,Los Angeles,CA,90038,2015-16
1322,Les Figues Press,Literature,"3,420 ",PO Box 7736,,Los Angeles,CA,90007,2015-16
1323,Light Bringer Project,Multi-disciplinary,"5,970 ",99 S. Raymond Ave.,Ste 407,Pasadena,CA,91105,2015-16
1324,Lineage Dance Company,Dance,"3,570 ",89 S Fair Oaks Ave,,Pasadena,CA,91105,2015-16
1325,Los Angeles Art Association,Visual/Design,"8,860 ",825 N. La Cienega Blvd,,Los Angeles,CA,90069,2015-16
1326,"Los Angeles Chambers Orchestra Society, Inc., The",Music,"15,100 ",350 S. Figueroa St,Ste 183,Los Angeles,CA,90071,2015-16
1327,"Los Angeles Choreographers & Dancers, Inc.",Dance,"6,200 ",351 S. Virgil Ave,,Los Angeles,CA,90020-1315,2015-16
1328,"Los Angeles Choreographers & Dancers, Inc.",Dance,"6,200 ",351 S. Virgil Ave,,Los Angeles,CA,90020-1315,2015-16
1329,"Los Angeles Contemporary Exhibitions, Inc.",Visual/Design,"12,900 ",6522 Hollywood Blvd,,Los Angeles,CA,90028,2015-16
1330,Los Angeles County Museum of Natural History Foundation,Culture/History,"19,100 ",900 Exposition Blvd,,Los Angeles,CA,90007,2015-16
1331,Los Angeles Downtown Arts District Space,Business Management & Arts Advocacy,"5,080 ",215 S. Santa Fe Ave,#8,Los Angeles,CA,90012,2015-16
1332,"Los Angeles Forum for Architecture and Urban Design, The",Visual/Design,"5,130 ",P.O. Box 291774,,Los Angeles,CA,90029,2015-16
1333,Los Angeles Jazz Society,Music,"6,090 ",5903 Noble Ave,,Van Nuys,CA,91411,2015-16
1334,Los Angeles Jewish Symphony,Music,"8,200 ",17455 La Cuesta Lane,,Encino,CA,91316-3900,2015-16
1335,Los Angeles Master Chorale Association,Music,"27,920 ",135 N. Grand Ave,,Los Angeles,CA,90012-3013,2015-16
1336,Los Angeles Nomadic Division,Multi-disciplinary,"7,150 ",8033 Sunset Blvd.,#455,Los Angeles,CA,90046,2015-16
1337,Los Angeles Opera Company,Music,"53,120 ",135 N. Grand Ave,,Los Angeles,CA,90012,2015-16
1338,Los Angeles Philharmonic Association,Music,"55,640 ",151 S. Grand Ave,,Los Angeles,CA,90012,2015-16
1339,Los Angeles Poverty Department,Theatre,"9,870 ",POB 26190,,Los Angeles,CA,90026-0190,2015-16
1340,Los Angeles Poverty Department,Theatre,"10,250 ",POB 26190,,Los Angeles,CA,90026-0190,2015-16
1341,"Los Angeles Theatre Academy, Inc",Theatre,"7,730 ",929 Academy Rd,,Los Angeles,CA,90012,2015-16
1342,Los Angeles Theatresports,Theatre,"8,610 ",1727 N Vermont #211,,Los Angeles,CA,90027,2015-16
1343,Los Angeles Womens Theatre Festival,Multi-disciplinary,"4,830 ",11411 Cumpston St,#204,North Hollywood,CA,91604,2015-16
1344,Lula Washington Contemporary Dance Foundation,Dance,"14,910 ",3773 Crenshaw Blvd,,Los Angeles,CA,90016,2015-16
1345,Luminario Ballet of Los Angeles,Dance,"4,830 ",11625 Texas Ave,#203,Los Angeles,CA,90025,2015-16
1346,Lummis Day Community Foundation Inc,Festivals/Parades,"7,100 ",1109 Oneonta Dr,,Los Angeles,CA,90065,2015-16
1347,Machine Project,Multi-disciplinary,"4,980 ",1200-D Alvarado St,,Los Angeles,CA,90026,2015-16
1348,Main Street Canoga Park,Festivals/Parades,"4,200 ",7108 Remmet Ave,,Canoga Park,CA,91303,2015-16
1349,Mariachi Plaza Festival Foundation,Festivals/Parades,"8,610 ",5271 E. Beverly Blvd,,Los Angeles,CA,90022,2015-16
1350,Materials & Applications,Visual/Design,"5,030 ",1619 Silver Lake Blvd,,Los Angeles,CA,90026,2015-16
1351,Metropolitan Master Chorale,Music,"4,450 ",P.O. Box 481318,,Los Angeles,CA,90048,2015-16
1352,Muae Publishing,Literature,"7,100 ",3620 S Vermont Ave KAP 462,c/o USC ASE,Los Angeles,CA,90089,2015-16
1353,"Mural Conservancy, The",Culture/History,"4,830 ",155 W. Washington Blvd,Ste G1,Los Angeles,CA,90015,2015-16
1354,Museum Associates,Visual/Design,"51,860 ",5905 Wilshire Blvd,,Los Angeles,CA,90036,2015-16
1355,"Museum of Contemporary Art, Los Angeles",Visual/Design,"29,180 ",250 S. Grand Ave,,Los Angeles,CA,90012,2015-16
1356,Museum of Jurassic Technology,Visual/Design,"5,340 ",9341 Venice Blvd,,Los Angeles,CA,90232,2015-16
1357,"Music Circle, The",Traditional/Folk,"4,580 ",625 S. Madison Ave,,Pasadena,CA,91106,2015-16
1358,"Music Unlocks Success in Children Foundation, The",Music,"6,090 ",21701 Ambar Dr,,Woodland Hills,CA,91364,2015-16
1359,Musical Theatre Guild,Theatre,"6,340 ",12424 Wilshire Blvd,Ste. 115,Los Angeles,CA,90025,2015-16
1360,MUSYCA,Music,"5,780 ",10110 Melinda Wat,#5,Northridge,CA,91325,2015-16
1361,National Association of Latino Independent Producers Inc,Business Management & Arts Advocacy,"20,360 ",1642 Westwood,302,Los Angeles,CA,90024,2015-16
1362,Network of Ensemble Theaters,Business Management & Arts Advocacy,"5,690 ",1709 N. Ave 56,,Los Angeles,CA,90042,2015-16
1363,Network of Myanmar American Association,Media,"3,350 ",2168 S Atlantic Blvd,Ste 230,Monterey Park,CA,91754,2015-16
1364,Nisei Week Foundation,Festivals/Parades,"6,090 ",244 S. San Pedro St,Ste #303,Los Angeles,CA,90012,2015-16
1365,"Odyssey Theatre Foundation, The",Theatre,"12,390 ",2055 S. Sepulveda Blvd,,Los Angeles,CA,90025,2015-16
1366,Olvera Street Merchants Association,Festivals/Parades,"7,980 ",W-10 Olvera St,,Los Angeles,CA,90012,2015-16
1367,ONE National Gay & Lesbian Archives Inc,Culture/History,"4,080 ",909 West Adams Blvd,,Los Angeles,CA,90007,2015-16
1368,"Other Side of the Hill Productions Inc., The",Theatre,"8,610 ",5108 Lankershim Blvd,,North Hollywood,CA,91601,2015-16
1369,Otis School of Art and Design,Visual/Design,"20,360 ",9045 Lincoln Blvd,,Los Angeles,CA,90045,2015-16
1370,Outfest,Media,"29,180 ",3470 Wilshire Blvd,Ste 935,Los Angeles,CA,90010,2015-16
1371,P.S. Arts,Multi-disciplinary,"9,020 ",1728 Abbott Kinney Blvd,Ste 101,Venice,CA,90291,2015-16
1372,Pacific Opera Project,Music,"3,980 ",6212,,Los Angeles,CA,90042,2015-16
1373,"Pan African Film Festival, The",Multi-disciplinary,"11,380 ",6820 La Tijera Blvd,Ste 200,Los Angeles,CA,90045,2015-16
1374,Pay it Forward Music,Music,"3,150 ",623 Sunnyhil Dr,,Los Angeles,CA,90065,2015-16
1375,PEN Center USA West,Literature,"8,940 ",P.O. Box 6037,,Beverly Hills,CA,90212,2015-16
1376,Performing Arts Center of Los Angeles County,Multi-disciplinary,"48,080 ",135 N. Grand Ave,,Los Angeles,CA,90012,2015-16
1377,Piano Spheres,Music,"2,720 ",3001 Maxwell St,,Los Angeles,CA,90027,2015-16
1378,Piece By Piece,Visual/Design,"8,170 ",1317 E. 7th St,,Los Angeles,CA,90021,2015-16
1379,Plaza de Cultura y Arte Foundation,Culture/History,"27,920 ",501 N Main St,,Los Angeles,CA,90012,2015-16
1380,"Plaza de la Raza, Inc",Multi-disciplinary,"7,980 ",3540 N. Mission Rd,,Los Angeles,CA,90031-3135,2015-16
1381,Pony Box Dance Theatre,Dance,"3,950 ",7009 East Keynote St.,,Long Beach,CA,90808,2015-16
1382,Project X Foundation for Art and Criticism,Visual/Design,"5,890 ",PO Box 41-437,,Los Angeles,CA,90041,2015-16
1383,Rampart Theater Project Inc,Theatre,"8,990 ",2220 W Beverly Blvd,,Los Angeles,CA,90057,2015-16
1384,Razorcake/Gorsky Press Inc,Multi-disciplinary,"3,320 ",P.O. Box 42129,,Los Angeles,CA,90042-0129,2015-16
1385,Red Hen Press Inc,Literature,"2,450 ",P.O. Box 40820,,Pasadena,CA,91114,2015-16
1386,Rhapsody in Taps Incorporated,Dance,"5,590 ",4812 Matney Ave,,Long Beach,CA,90807-1228,2015-16
1387,Robey Theater Company,Theatre,"7,350 ",514 S. Spring St,,Los Angeles,CA,90013-2304,2015-16
1388,Rogue Artists Ensemble,Theatre,"7,350 ",1219 W 91ST ST,,Los Angeles,CA,90044-2005,2015-16
1389,Rosanna Gamson/World Wide Inc.,Dance,"3,570 ",343 Laveta Terrace,,Los Angeles,CA,90026,2015-16
1390,Ryman Carroll Foundation,Visual/Design,"9,270 ",1933 S BRdway St,"11th Flr, Ste 1138",Los Angeles,CA,90007,2015-16
1391,"Sacred Fools Theater, The",Theatre,"4,960 ",660 N. Heliotrope Dr.,,Los Angeles,CA,90004,2015-16
1392,San Fernando Valley Youth Chorus,Music,"5,460 ",22700 Sherman Way,,Canoga Park,CA,91307,2015-16
1393,San Pedro City Ballet,Dance,"4,580 ",1231 Pacific Ave,,San Pedro,CA,90731,2015-16
1394,Santa Cecilia Opera and Orchestra Association,Music,"13,150 ",2759 W. BRdway,,Los Angeles,CA,90041,2015-16
1395,Screamfest Horror Film Festival,Media,"3,320 ",8840 Wilshire Blvd,,Beverly Hills,CA,90211,2015-16
1396,"Self-Help Graphics and Arts, Inc.",Visual/Design,"17,940 ",1300 East First St,,Boyle Heights,CA,90033,2015-16
1397,Shakespeare by the Sea,Theatre,"9,120 ",777 Center St,,San Pedro,CA,90731,2015-16
1398,"Shakespeare Center of Los Angeles Inc, The",Theatre,"35,480 ",1238 W. 1st St,,Los Angeles,CA,90026,2015-16
1399,Show Box LA,Dance,"5,460 ",1060 S. Ogden Dr.,#2,Los Angeles,CA,90019,2015-16
1400,Skirball Cultural Center,Music,"35,480 ",2701 N. Sepulveda Blvd,,Los Angeles,CA,90049,2015-16
1401,Skylight Theatre Company,Theatre,"3,570 ",,,Los Angeles,CA,90027,2015-16
1402,Society for the Activation of Social Space through Art and Sound,Music,"3,070 ",P.O. Box 50386,,Los Angeles,CA,90050,2015-16
1403,Son of Semele Ensemble Inc,Theatre,"5,080 ",3301 Beverly Blvd,,Los Angeles,CA,90004,2015-16
1404,"South Bay Chamber Music Society, Inc.",Music,"3,700 ",Box 2313,,Palos Verdes Peninsula,CA,90274,2015-16
1405,South Robertson Neighborhoods Council,Festivals/Parades,"4,580 ",1836 1/2 Robertson Blvd,,Los Angeles,CA,90035-4338,2015-16
1406,Southern California Center for Non-Profit Management,Business Management & Arts Advocacy,"18,260 ",1000 N. Alameda St,Ste 250,Los Angeles,CA,90012,2015-16
1407,Southern California Institute of Architecture,Visual/Design,"15,950 ",960 E. 3rd St,,Los Angeles,CA,90013,2015-16
1408,Southern California Public Radio,Media,"10,910 ",261 S. Figueroa Street,Suite 200,Los Angeles,CA,90012,2015-16
1409,Southland Sings,Music,"6,090 ",450 Tocino Dr,,Duarte,CA,91010,2015-16
1410,Stage of the Arts Inc,Festivals/Parades,"4,580 ",4423 1/2 Santa Monica Blvd,,Los Angeles,CA,90029,2015-16
1411,"Street Poets, Inc.",Music,"8,610 ",2116 Arlington Ave,#310,Los Angeles,CA,90018,2015-16
1412,Ta Yer,Multi-disciplinary,"5,200 ",1416 N. Garfield Ave,,Pasadena,CA,91104,2015-16
1413,TAIKOPROJECT,Multi-disciplinary,"11,080 ",505 E. 3rd St,,Los Angeles,CA,90013,2015-16
1414,TeAda Productions,Multi-disciplinary,"7,860 ",522 Wilshire Blvd,Ste H,Santa Monica,CA,90401,2015-16
1415,Thai Community Arts and Cultural Center,Traditional/Folk,"2,200 ",P.O. Box 2105,,Venice,CA,90294-2105,2015-16
1416,"Theatre West, Inc.",Theatre,"10,120 ",3333 Cahuenga Blvd West,,Los Angeles,CA,90068,2015-16
1417,"Tia Chucha's Centro Cultural, Inc.",Multi-disciplinary,"6,970 ",13197- A Gladstone Ave,,Sylmar,CA,91342,2015-16
1418,"Tia Chucha's Centro Cultural, Inc.",Multi-disciplinary,"8,230 ",13197- A Gladstone Ave,,Sylmar,CA,91342,2015-16
1419,Unusual Suspects Theatre Co,Theatre,"22,470 ",3719 Verdugo Rd,,Los Angeles,CA,90065,2015-16
1420,Valley Cultural Center,Music,"8,360 ",21550 Oxnard St,Ste 470,Woodland Hills,CA,91367,2015-16
1421,Valley Cultural Center,Music,"7,860 ",21550 Oxnard St,Ste 470,Woodland Hills,CA,91367,2015-16
1422,Velaslavasay Panorama,Multi-disciplinary,"6,600 ",1122 W. 24th St,,Los Angeles,CA,90007-1724,2015-16
1423,Venice Arts,Media,"16,580 ",1702 Lincoln Blvd,,Venice,CA,90291,2015-16
1424,Visual Communications Media,Media,"13,800 ",120 Judge John Aiso St,,Los Angeles,CA,90012,2015-16
1425,Viver Brasil Dance Company,Dance,"9,240 ",2141 N. Gower St,,Los Angeles,CA,90068,2015-16
1426,Vox Femina Los Angeles,Music,"6,200 ",3341 Caroline Ave,,Culver City,CA,90232,2015-16
1427,Watts Village Theater Company,Theatre,"7,860 ",PO Box 72715,,Los Angeles,CA,90002,2015-16
1428,"Wende Musem of the Cold War Inc, The",Culture/History,"13,500 ",5741 Buckingham Parkway,Sutie E,Culver City,CA,90230,2015-16
1429,West Coast Singers,Music,"5,840 ",10104 Moorpark St.,,Los Angeles,CA,90046,2015-16
1430,Will Geer Theatricum Botanicum,Theatre,"9,020 ",P.O. Box 1222,,Topanga,CA,90290,2015-16
1431,Women in Film,Media,"20,860 ",6100 Wilshire Blvd,Ste 710,Los Angeles,CA,90048,2015-16
1432,Yiddishkayt Los Angeles,Multi-disciplinary,"11,640 ",3780 Wilshire Blvd,,Los Angeles,CA,90010,2015-16
1433,Young Musicians Foundation,Music,"8,740 ",244 South San Pedro St,"5th Floor, Ste 506",Los Angeles,CA,90012,2015-16
1434,Young Storytellers Foundation,Theatre,"7,100 ",923 E 3rd St,Ste 307,Los Angeles,CA,90013,2015-16
1435,Zocalo Public Square,Culture/History,"7,350 ",5042 Wilshire Blvd,,Los Angeles,CA,90036,2015-16
1436,24th St Theatre Company,Theatre,"11,100 ",1117 W. 24th Street,,Los Angeles,CA,90007,2016-17
1437,501 (see Three) ARTS,Theatre,"7,600 ",11405 Biona Dr,,Los Angeles,CA,90066,2016-17
1438,826LA,Literature,"19,700 ",1714 W. Sunset Boulevard,,Los Angeles,CA,90026,2016-17
1439,A Window Between Worlds,Visual/Design,"23,700 ",710 4th Avenue,#5,Venice,CA,90291,2016-17
1440,About Productions,Theatre,"5,840 ",145 N. Raymond Avenue,,Pasadena,CA,91103-3921,2016-17
1441,Academy for New Musical Theatre Inc.,Theatre,"7,480 ",5628 Vineland Avenue,,North Hollywood,CA,91601,2016-17
1442,"Actors' Gang, Inc",Theatre,"18,000 ",9070 Venice Boulevard,,Culver City,CA,90232-2305,2016-17
1443,Afro-American Chamber Music Society,Music,"3,600 ",100 N. Hillcrest Blvd,,Inglewood,CA,90301,2016-17
1444,Alliance of Women Filmmakers,Media,"3,100 ",1317 N. San Fernando Blvd,#340,Burbank,CA,91504,2016-17
1445,Ambulante,Media,"7,800 ",3303 Pico Blvd,Ste G,Santa Monica,CA,90405,2016-17
1446,American Film Institute,Media,"29,000 ",2021 N. Western Ave,,Los Angeles,CA,90027-1657,2016-17
1447,Angel City Arts,Multidisciplinary,"5,460 ",520 Baughman Ave,,Claremont,CA,91711,2016-17
1448,Angels Gate Cultural Center,Visual/Design,"6,000 ",3601 S. Gaffey Street,,San Pedro,CA,90731,2016-17
1449,Armand Hammer Museum of Art and Cultural Center Inc.,Visual/Design,"30,700 ",10899 Wilshire Boulevard,,Los Angeles,CA,90024,2016-17
1450,Armory Center for the Arts,Visual/Design,"23,700 ",145 N. Raymond Ave,,Pasadena,CA,91103,2016-17
1451,"Arroyo Arts Collective, The",Visual/Design,"4,580 ",P O Box 50835,,Los Angeles,CA,90050,2016-17
1452,Art of Elysium,Visual/Design,"22,880 ",3278 Wilshire Boulevard,Penthouse,Los Angeles,CA,90010,2016-17
1453,Artist Consortium,Dance,"2,110 ",1869 Marney Ave.,,Los Angeles,CA,90032,2016-17
1454,Arts and Services for Disabled Incorporated,Visual/Design,"9,800 ",3626 E. Pacific Coast Highway,,Long Beach,CA,90804,2016-17
1455,Arts for LA,Business Management & Arts Advocacy,"13,500 ","1149 S Hill Street, H-100",,Los Angeles,CA,90015,2016-17
1456,Association for the Advancement of Filipino American Arts & Culture,Multidisciplinary,"4,490 ",760 S. Westmoreland Avenue,Suite 266,Los Angeles,CA,90005-1409,2016-17
1457,Automata Arts,Multidisciplinary,"4,960 ",504 Chung King Court,,Los Angeles,CA,90012,2016-17
1458,Autry National Center of the American West,Theatre,"25,400 ",4700 Western Heritage Way,,Los Angeles,CA,90027-1462,2016-17
1459,"Avenue 50 Studio, Inc.",Visual/Design,"6,100 ",131 N. Avenue 50,,Los Angeles,CA,90042,2016-17
1460,"Barcid Foundation, The",Media,"8,000 ",1801 Kingsley Dr,#102,Los Angeles,CA,90027,2016-17
1461,Barnsdall Art Park Foundation,Multidisciplinary,"38,000 ",4800 Hollywood Blvd,,Los Angeles,CA,90027,2016-17
1462,Benita Bikes DanceArt Inc.,Dance,"3,270 ",10211 Sunland Boulevard,,Los Angeles,CA,91040,2016-17
1463,"Bilingual Foundation of the Arts - Fundacion Bilingue de Los Artes, Inc.",Theatre,"10,700 ",201 N Los Angeles St,Ste 12,Los Angeles,CA,90012,2016-17
1464,"Blank Theatre Company, The",Theatre,"11,380 ",PO Box 1094,,Los Angeles,CA,90078,2016-17
1465,Body Weather Laboratory,Dance,"5,710 ",636 Millwood Avenue,,Venice,CA,90291,2016-17
1466,Brockus Project Dance Company,Dance,"3,010 ",618 B Moulton Ave,,Los Angeles,CA,90031,2016-17
1467,California Dance Institute,Dance,"12,390 ",3131 Olympic Blvd,,Santa Monica,CA,90404,2016-17
1468,California Institute of the Arts,Multidisciplinary,"54,380 ",24700 McBean Parkway,,Valencia,CA,91355,2016-17
1469,California Lawyers for the Arts Inc,Business Management & Arts Advocacy,"7,200 ",1641 18th Street,,Santa Monica,CA,90404,2016-17
1470,California LGBT Arts Alliance,Multidisciplinary,"4,450 ",1165 N. Normandie,,Los Angeles,CA,90029,2016-17
1471,Casa 0101,Theatre,"10,500 ",2009 East First St,,Los Angeles,CA,90033,2016-17
1472,"Center for Cultural Innovation, The",Business Management & Arts Advocacy,"20,000 ",244 S. San Pedro Street,#401,Los Angeles,CA,90012,2016-17
1473,"Center for Cultural Innovation, The",Business Management & Arts Advocacy,"26,000 ",244 S. San Pedro Street,#401,Los Angeles,CA,90012,2016-17
1474,Center for Land Use Interpretation,Visual/Design,"4,800 ",9331 Venice Boulevard,,Los Angeles,CA,90026,2016-17
1475,Center for the Study of Political Graphics,Visual/Design,"11,500 ",3916 Sepulveda Blvd,Ste 103,Culver City,CA,90230,2016-17
1476,Center Stage Opera,Music,"5,460 ",PO Box 371091,,Reseda,CA,91337,2016-17
1477,Center Theatre Group of Los Angeles,Theatre,"48,080 ",601 W. Temple Street,,Los Angeles,CA,90012,2016-17
1478,Circle X Theatre Co,Theatre,"8,990 ",3269 Casitas Ave,,Los Angeles,CA,90039,2016-17
1479,City Hearts Kids Say Yes to the Arts,Multidisciplinary,"6,130 ",PO Box 1314,,Topanga,CA,90290,2016-17
1480,Clockshop,Multidisciplinary,"6,100 ",2806 Clearwater St.,,Los Angeles,CA,90039,2016-17
1481,"Colburn School, The",Music,"5,000 ",200 S. Grand Ave,,Los Angeles,CA,90012,2016-17
1482,Collage Dance Theatre,Dance,"12,800 ",2934 1/2 Beverly Glen Circle,#25,Los Angeles,CA,90077,2016-17
1483,Community Partners (fbo Emerging Arts Leaders/Los Angeles,Business Management & Arts Advocacy,"2,400 ",1000 N. Alameda St,Ste 240,Los Angeles,CA,90012,2016-17
1484,Community Partners (fbo LA Commons),Multidisciplinary,"4,830 ",1000 N. Alameda Street,Suite 240,Los Angeles,CA,90012,2016-17
1485,Community Partners (fbo LA Commons),Multidisciplinary,"6,720 ",1000 N. Alameda Street,Suite 240,Los Angeles,CA,90012,2016-17
1486,Community Partners (fbo Las Fotos Project),Visual/Design,"8,400 ",1000 N Alameda St,Ste 240,Los Angeles,CA,90012,2016-17
1487,Community Partners (fbo WriteGirl),Literature,"16,700 ",1000 N. Alamada Street,Suite 240,Los Angeles,CA,90012,2016-17
1488,"Company of Angels, Inc.",Theatre,"7,730 ",PO BOX 3480,,Los Angeles,CA,90078,2016-17
1489,Contra-Tiempo,Dance,"15,350 ",4058 Tilden Avenue,,Culver City,CA,990232,2016-17
1490,Cornerstone Theater Company Inc,Theatre,"29,180 ",708 Traction Avenue,,Los Angeles,CA,90013,2016-17
1491,Craft and Folk Art Museum,Traditional/Folk,"11,000 ",5814 Wilshire Blvd.,,Los Angeles,CA,90036,2016-17
1492,"Create Now, Inc.",Visual/Design,"7,100 ",1611 S. Hope Street,#E,Los Angeles,CA,90015-4115,2016-17
1493,Crescendo Young Musicians Guild,Music,"3,350 ",525 S. berendo St,Unit 203,Los Angeles,CA,90020,2016-17
1494,Critical Mass Dance Company,Dance,"2,510 ",1136 S. Alverado St,#31,Los Angeles,CA,90006,2016-17
1495,"Da Camera Society of Mount St Mary's University, Los Angeles; The",Music,"7,980 ",10 Chester Place,,Los Angeles,CA,90007,2016-17
1496,Dance Camera West,Media,"5,800 ",2934 1/2 Beverly Glen Circle,#292,Los Angeles,CA,90077-1724,2016-17
1497,"Dance Resource Center of Greater Los Angeles, The",Business Management & Arts Advocacy,"6,100 ",7985 Santa Monica Blvd,#207,West Hollywood,CA,90046,2016-17
1498,Dance Studio Showtime - Katusha,Traditional/Folk,"4,600 ",8037 Limerick Ave,,Winnetka,CA,91306,2016-17
1499,Dancessence Inc,Dance,"4,960 ",911 9th Street,#206,Santa Monica,CA,90403,2016-17
1500,"Deaf West Theatre Company, Inc.",Theatre,"10,120 ",5114 Lankeshim Boulevard,,North Hollywood,CA,91601,2016-17
1501,Diavolo Dance Theatre,Dance,"10,280 ",616 Moulton Avenue,,Los Angeles,CA,90031,2016-17
1502,Dream a World Education,Multidisciplinary,"2,550 ",1707 S Crescent Heights Blvd,,Los Angeles,CA,90035,2016-17
1503,Eagle Rock Cultural Association,Multidisciplinary,"14,090 ",2225 Colorado Boulevard,,Los Angeles,CA,90041,2016-17
1504,Eagle Rock Cultural Association,Multidisciplinary,"19,570 ",2225 Colorado Boulevard,,Los Angeles,CA,90041,2016-17
1505,"East-West Players, Inc.",Theatre,"14,060 ",120 N. Judge John Aiso Street,,Los Angeles,CA,90012-3859,2016-17
