#,Applicant Name,Discipline ,Allocation,Mailing Address,MA Part 2,Mail City,Mail State,Mail Zip,Fiscal Year
444,TeAda Productions,Multi-disciplinary,"5,600 ",522 Wilshire Boulevard,", Suite H",Santa Monica,CA,90401,2011-12
445,Thai Community Arts and Cultural Center,Traditional/Folk,"3,200 ",P.O. Box 2105,,Venice,CA,90294-2105,2011-12
446,Theatre Movement Bazaar Inc,Theatre,"1,000 ",16442 Gilmore St.,,Sherman Oaks,CA,91423,2011-12
447,Theatre of Hearts Inc,Multi-disciplinary,"8,300 ",672 S. La Fayette Park Place,", Suite 47",Los Angeles,CA,90057,2011-12
448,Theatre of Hope Inc.,Multi-disciplinary,"4,200 ",5045 Oakdale Avenue,,Woodland Hills,CA,91364,2011-12
449,"Theatre West, Inc.",Theatre,"2,450 ",3333 Cahuenga Boulevard West,,Los Angeles,CA,90068,2011-12
450,"Tia Chucha's Centro Cultural, Inc.",Multi-disciplinary,"4,000 ",13197- A Gladstone Avenue,,Sylmar,CA,91342,2011-12
451,"Tia Chucha's Centro Cultural, Inc.",Multi-disciplinary,"6,125 ",13197- A Gladstone Avenue,,Sylmar,CA,91342,2011-12
452,Unusual Suspects Theatre Co.,Theatre,"10,500 ",617 S. Olive Street,", # 812",Los Angeles,CA,90014,2011-12
453,Valley Cultural Center,Music,"4,500 ",21550 Oxnard Street,", Suite 470",Woodland Hills,CA,91367,2011-12
454,Valley Cultural Center,Music,"3,000 ",21550 Oxnard Street,", Suite 470",Woodland Hills,CA,91367,2011-12
455,Velaslavasay Panorama,Multi-disciplinary,"3,500 ",1122 W. 24th Street,,Los Angeles,CA,90007-1724,2011-12
456,Venice Arts In Neighborhoods,Media,"6,300 ",610 California Avenue,,Venice,CA,90291,2011-12
457,Virginia Avenue Project,Theatre,"7,000 ",3000 Olympic Blvd,,Santa Monica,CA,90404,2011-12
458,Viver Brasil Dance Company,Dance,"2,800 ",2141 N. Gower Street,,Los Angeles,CA,90068,2011-12
459,Vox Femina Los Angeles,Music,"3,100 ",3341 Caroline Avenue,,Culver City,CA,90232,2011-12
460,Watts Village Theater Company,Theatre,"7,875 ",PO Box 72715,,Los Angeles,CA,90002,2011-12
461,We Tell Stories Inc,Theatre,"6,125 ",5740 York Boulevard,,Los Angeles,CA,90042,2011-12
462,We Tell Stories Inc,Theatre,"4,375 ",5740 York Boulevard,,Los Angeles,CA,90042,2011-12
463,West Coast Ensemble,Theatre,"2,450 ",9800-D Topanga Canyon Boulevard,", #168",Chatsworth,CA,91311,2011-12
464,Will Geer Theatricum Botanicum,Theatre,"2,450 ",P.O. Box 1222,,Topanga,CA,90290,2011-12
465,Wills Players,Theatre,"7,000 ",5504 Tyrone Avenue,,Sherman Oaks,CA,91401,2011-12
466,Women in Film,Media,"8,750 ",6100 Wilshire Boulevard,", Suite 710",Los Angeles,CA,90048,2011-12
467,Wordsville Inc,Literature,"4,550 ",1705 N. Commonwealth Avenue,", #8",Los Angeles,CA,90027,2011-12
468,Wulf,Multi-disciplinary,"2,625 ",1026 S. Santa Fe Avenue,", #203",Los Angeles,CA,90021,2011-12
469,Yiddishkayt Los Angeles,Multi-disciplinary,"7,000 ",3780 Wilshire Boulevard,,Los Angeles,CA,90010,2011-12
470,Young Musicians Foundation,Music,"10,500 ",195 S. Beverly Drive,", Suite 414",Beverly Hills,CA,90212,2011-12
471,Young Storytellers Foundation,Theatre,"6,125 ",143 N. Larchmont Boulevard,,Los Angeles,CA,90004,2011-12
472,Zocalo Public Square,Culture/History,"7,500 ",5042 Wilshire Boulevard,", #288",Los Angeles,CA,90036,2011-12
473,24th St Theatre Company,Theatre,"8,000 ",1117 W. 24th Street,,Los Angeles,CA,90007,2012-13
474,24th St Theatre Company,Theatre,"6,100 ",1117 W. 24th Street,,Los Angeles,CA,90007,2012-13
475,826LA,Literature,"13,200 ",1714 W. Sunset Boulevard,,Los Angeles,CA,90026,2012-13
476,A + D Architecture and Design Museum > Los Angeles,Visual/Design,"5,700 ",6032 Wilshire Boulevard,,Los Angeles,CA,90036,2012-13
477,A Window Between Worlds,Visual/Design,"10,500 ","710 4th Avenue, #5",#5,Venice,CA,90291,2012-13
478,Abbot Kinney Boulevard Association,Festivals/Parades,"6,100 ",POB 1138,,Venice,CA,90294,2012-13
479,About Productions,Theatre,"3,600 ",145 N. Raymond Avenue,,Pasadena,CA,91103-3921,2012-13
480,Academy for New Musical Theatre Inc.,Theatre,"3,000 ",5628 Vineland Avenue,,North Hollywood,CA,91601,2012-13
481,"Actors' Gang, Inc",Theatre,"15,700 ",9070 Venice Boulevard,,Culver City,CA,90232-2305,2012-13
482,Afro-American Chamber Music Society,Music,"2,200 ","3500 W. Manchester Boulevard, Unit 83",Unit 83,Inglewood,CA,90305,2012-13
483,Alliance of Women Filmmakers,Media,"3,500 ","1317 N. San Fernando Blvd, #340",#340,Burbank,CA,91504,2012-13
484,Angels Gate Cultural Center,Visual/Design,"6,200 ",3601 S. Gaffey Street,,San Pedro,CA,90731,2012-13
485,"Antaeus Company, The",Theatre,"3,700 ",5114 Lankershim Boulevard,,North Hollywood,CA,91601,2012-13
486,Armand Hammer Museum of Art and Cultural Center Inc.,Visual/Design,"22,000 ",10899 Wilshire Boulevard,,Los Angeles,CA,90024,2012-13
487,"Arroyo Arts Collective, The",Visual/Design,"5,200 ",P O Box 50835,,Los Angeles,CA,90050,2012-13
488,Art Share Los Angeles Inc,Multi-disciplinary,0 ,801 E. 4th Place,,Los Angeles,CA,90013,2012-13
489,Artist Consortium,Dance,"2,200 ",P.O. Box 32087,,Los Angeles,CA,90032,2012-13
490,Arts and Services for Disabled Incorporated,Visual/Design,"6,100 ",3626 E. Pacific Coast Highway,,Long Beach,CA,90804,2012-13
491,Arts for LA,Business Management & Arts Advocacy,"9,700 ","1149 S Hill Street, H-100",,Los Angeles,CA,90015,2012-13
492,Association for the Advancement of Filipino American Arts & Culture,Multi-disciplinary,"5,300 ","760 S. Westmoreland Avenue, Suite 266",Suite 266,Los Angeles,CA,90005-1409,2012-13
493,Autry National Center of the American West,Theatre,"20,400 ",4700 Western Heritage Way,,Los Angeles,CA,90027-1462,2012-13
494,"Avenue 50 Studio, Inc.",Visual/Design,"7,000 ",131 N. Avenue 50,,Los Angeles,CA,90042,2012-13
495,Benita Bikes DanceArt Inc.,Dance,"1,800 ",10211 Sunland Boulevard,,Los Angeles,CA,91040,2012-13
496,Bethune Theatredanse,Multi-disciplinary,"6,400 ",3342 Barham Boulevard,,Los Angeles,CA,90068,2012-13
497,Beyond Baroque Foundation,Literature,"6,100 ",681 Venice Boulevard,,Venice,CA,90291,2012-13
498,"Bilingual Foundation of the Arts - Fundacion Bilingue de Los Artes, Inc.",Theatre,"5,900 ",421 N. Avenue 19,,Los Angeles,CA,90031,2012-13
499,"Blank Theatre Company, The",Theatre,"6,400 ",1301 Lucile Avenue,,Los Angeles,CA,90026-1519,2012-13
500,Bluepalm: Art Culture Education (ACE),Dance,"6,000 ",3418 Winslow Drive,,Los Angeles,CA,90026,2012-13
501,Body Weather Laboratory,Dance,"5,300 ",636 Millwood Avenue,,Venice,CA,90291,2012-13
502,"California EAR Unit Foundation, The",Music,"4,400 ",29654 Driver Avenue,,Castaic,CA,91384,2012-13
503,California Institute of the Arts,Multi-disciplinary,"45,000 ",24700 McBean Parkway,,Valencia,CA,91355,2012-13
504,"California Lawyers for the Arts, Inc.",Business Management & Arts Advocacy,"6,600 ",1641 18th Street,,Santa Monica,CA,90404,2012-13
505,California Traditional Music Society,Traditional/Folk,"6,800 ","4924 Balboa Boulevard, #637",#637,Encino,CA,91316-4125,2012-13
506,California Traditional Music Society,Traditional/Folk,"4,400 ","4924 Balboa Boulevard, #637",#637,Encino,CA,91316-4125,2012-13
507,Celebration Theatre,Theatre,"8,600 ",7051-B Santa Monica Boulevard,,Los Angeles,CA,90038,2012-13
508,"Center for Cultural Innovation, The",Business Management & Arts Advocacy,"41,600 ","244 S. San Pedro Street, #401",#401,Los Angeles,CA,90012,2012-13
509,"Center for Cultural Innovation, The",Business Management & Arts Advocacy,"12,300 ","244 S. San Pedro Street, #401",#401,Los Angeles,CA,90012,2012-13
510,Center for the Study of Political Graphics,Visual/Design,"12,300 ","8124 W. 3rd Street, Suite 211",Suite 211,Los Angeles,CA,90048,2012-13
511,Center Theatre Group of Los Angeles,Theatre,"15,100 ",601 W. Temple Street,,Los Angeles,CA,90012,2012-13
512,Chamber Music Palisades Inc,Music,"2,600 ",1043 Villa Grove Drive,,Pacific Palisades,CA,90272-3947,2012-13
513,Circle X Theatre Co,Theatre,"6,900 ",3269 Casitas Ave,,Los Angeles,CA,90039,2012-13
514,Collage Dance Theatre,Dance,"6,000 ","2934 1/2 Beverly Glen Circle, #25",#25,Los Angeles,CA,90077,2012-13
515,Community Partners (fbo LA Commons),Multi-disciplinary,"6,000 ","1000 N. Alameda Street, Suite 240",Suite 240,Los Angeles,CA,90012,2012-13
516,Community Partners (fbo LA Commons),Multi-disciplinary,"3,000 ","1000 N. Alameda Street, Suite 240",Suite 240,Los Angeles,CA,90012,2012-13
517,Community Partners (fbo LA Commons),Multi-disciplinary,"5,500 ",P.O. Box 861426,,Los Angeles,CA,90086,2012-13
518,Community Partners (fbo WriteGirl),Literature,"10,500 ","1000 N. Alameda Street, Suite 240",Suite 240,Los Angeles,CA,90012,2012-13
519,"Company of Angels, Inc.",Theatre,"6,400 ",501 S. Spring Street,,Los Angeles,CA,90013,2012-13
520,Contra-Tiempo,Dance,"7,900 ",P.O. Box 360465,,Los Angeles,CA,90036,2012-13
521,Cornerstone Theater Company Inc,Theatre,"11,400 ",708 Traction Avenue,,Los Angeles,CA,90013,2012-13
522,Cornerstone Theater Company Inc,Theatre,"35,000 ",708 Traction Avenue,,Los Angeles,CA,90013,2012-13
523,Craft and Folk Art Museum,Traditional/Folk,"10,000 ",5814 Wilshire Blvd.,,Los Angeles,CA,90036,2012-13
524,"Create Now, Inc.",Visual/Design,"6,000 ","1611 S. Hope Street, #E",#E,Los Angeles,CA,90015-4115,2012-13
525,Culture Shock Los Angeles Dance Troupe,Dance,"4,500 ","4029 Pacific Avenue, #7",#7,San Pedro,CA,90731,2012-13
526,"Da Camera Society of Mount St. Mary's College, The",Music,"11,400 ",10 Chester Place,,Los Angeles,CA,90007,2012-13
527,Dance Camera West,Media,"6,100 ","2934 1/2 Beverly Glen Circle, #292",#292,Los Angeles,CA,90077-1724,2012-13
528,"Dance Resource Center of Greater Los Angeles, The",Business Management & Arts Advocacy,"2,800 ",Post Office Box 41092,,Los Angeles,CA,90042,2012-13
529,Dance Studio Showtime - Katusha,Traditional/Folk,"5,200 ",8037 Limerick Ave,,Winnetka,CA,91306,2012-13
530,Dance Studio Showtime - Katusha,Traditional/Folk,"3,900 ",8037 Limerick Ave,,Winnetka,CA,91306,2012-13
531,Dancessence Inc,Dance,"4,400 ","911 9th Street, #206",#206,Santa Monica,CA,90403,2012-13
532,"Deaf West Theatre Company, Inc.",Theatre,"9,500 ",5114 Lankeshim Boulevard,,North Hollywood,CA,91601,2012-13
533,Eagle Rock Cultural Association,Multi-disciplinary,"4,500 ",2225 Colorado Boulevard,,Los Angeles,CA,90041,2012-13
534,Eagle Rock Cultural Association,Multi-disciplinary,"6,000 ",2225 Colorado Boulevard,,Los Angeles,CA,90041,2012-13
535,"East-West Players, Inc.",Theatre,"13,000 ",120 N. Judge John Aiso Street,,Los Angeles,CA,90012-3859,2012-13
536,Ebony Repertory Theatre,Multi-disciplinary,"4,500 ",4718 W. Washington Boulevard,,Los Angeles,CA,90016,2012-13
537,Echo Park Film Center,Media,"6,600 ",1200 N. Alvarado Street,,Los Angeles,CA,90026,2012-13
538,"EngAGE, Inc.",Multi-disciplinary,"14,900 ",240 E. Verdugo Avenue,,Burbank,CA,91502,2012-13
539,ETM-LA Inc,Music,"6,700 ","2501 W. Burbank Boulevard, Suite 305",Suite 305,Burbank,CA,91505,2012-13
540,Festival of New American Musical Theater Foundation,Multi-disciplinary,"4,100 ",450 Howland Canal,,Venice,CA,90291,2012-13
541,Film Independent Inc.,Media,"22,000 ","9911 W. Pico Boulevard, 11th Floor",11th Floor,Los Angeles,CA,90035,2012-13
542,"Filmforum, Inc.",Media,"13,600 ","143 N. Commonwealth Avenue, #3",#3,Los Angeles,CA,90004,2012-13
543,Floricanto Dance Theatre,Dance,"4,400 ",2758 E. Orange Grove Boulevard,,Pasadena,CA,91007,2012-13
544,Ford Theatre Foundation,Multi-disciplinary,"8,000 ",2580 Cahuenga Boulevard East,,Hollywood,CA,90068,2012-13
545,Foundation for World Arts,Multi-disciplinary,"5,700 ",12200 Lawler Street,,Los Angeles,CA,90066,2012-13
546,Fourth of July Celebration at Hansen Dam,Festivals/Parades,"2,300 ",8743 Burnet Avenue,,North Hills,CA,91343,2012-13
547,Francisco Martinez Dancetheatre,Dance,"2,300 ",6723 Matilija Avenue,,Valley Glen,CA,91405,2012-13
548,Friends of McGroarty Cultural Arts Center,Multi-disciplinary,"9,100 ",7570 McGroarty Terrace,,Tujunga,CA,91042,2012-13
549,Friends of McGroarty Cultural Arts Center,Multi-disciplinary,"7,700 ",7570 McGroarty Terrace,,Tujunga,CA,91042,2012-13
550,Friends of the Chinese American Museum,Culture/History,"7,600 ",425 N. Los Angeles Street,,Los Angeles,CA,90012-2980,2012-13
551,Friends of the Chinese American Museum,Culture/History,"5,200 ",425 N. Los Angeles Street,,Los Angeles,CA,90012-2980,2012-13
552,Friends of the Family,Festivals/Parades,"5,200 ","15350 Sherman Way, Suite #140",Suite #140,Van Nuys,CA,91406,2012-13
553,Friends of the Junior Arts Center,Visual/Design,"7,000 ",4814 Hollywood Boulevard,,Los Angeles,CA,90027,2012-13
554,Friends of the Levitt Pavilion - MacArthur Park,Music,"12,200 ",2936 West 8th Street,,Los Angeles,CA,90005,2012-13
555,Friends The Foundation of the California African-American Museum,Multi-disciplinary,"10,200 ",600 State Drive,,Los Angeles,CA,90037,2012-13
556,Future Roots Inc.,Music,"5,200 ",4519 Santa Monica Blvd.,,Los Angeles,CA,90029,2012-13
557,Gabrielino/Tongva Springs Foundation,Traditional/Folk,"4,000 ",P.O. Box 642043,,Los Angeles,CA,90064-2043,2012-13
558,Ghost Road Company,Theatre,"3,000 ",P.O. Box 2323,,Culver City,CA,90230,2012-13
559,Golden State Pops Orchestra / Friends of the GSPO,Music,"6,100 ",P.O. Box 6011,,San Pedro,CA,90734,2012-13
560,Granada Chamber of Commerce,Festivals/Parades,"3,800 ",17723 Chatsworth Street,,Granada Hills,CA,91344,2012-13
561,Grand Performances,Multi-disciplinary,"4,500 ",350 S. Grand Avenue,,Los Angeles,CA,90071,2012-13
562,Grand Performances,Multi-disciplinary,"22,600 ",350 S. Grand Avenue,,Los Angeles,CA,90071,2012-13
563,Grand Vision Foundation,Multi-disciplinary,"6,900 ",434 W. 6th Street,,San Pedro,CA,90731,2012-13
564,"Great Leap, Incorporated",Multi-disciplinary,"3,000 ","1145 Wilshire Boulevard, Suite 100-D",Suite 100-D,Los Angeles,CA,90017,2012-13
565,Greater Boyle Heights Chamber of Commerce,Festivals/Parades,"5,300 ",5271 E. Beverly Boulevard,,Los Angeles,CA,90022,2012-13
566,Greenway Arts Alliance Inc,Theatre,"7,100 ",544 N. Fairfax Avenue,,Los Angeles,CA,90036,2012-13
567,H E Art Project,Multi-disciplinary,"7,700 ",1140 N. Citrus Avenue,,Los Angeles,CA,90038,2012-13
568,Harmony Project,Music,"13,500 ","817 N. Vine Street, #204",#204,Los Angeles,CA,90038,2012-13
569,Hatchery Arts,Multi-disciplinary,"4,600 ",6133 Fountain Avenue,,Hollywood,CA,90028,2012-13
570,Helios Dance Theater,Dance,"5,700 ",809 Pacific Ave,,Venice,CA,90291,2012-13
571,Heroes of Life,Festivals/Parades,"3,000 ","11243 Glenoaks Boulevard, Suite 7",Suite 7,Pacoima,CA,91331,2012-13
572,Hollywood Arts Council,Multi-disciplinary,"5,000 ","6671 Sunset Boulevard, Suite 1502",Suite 1502,Hollywood,CA,90028,2012-13
573,Hollywood Arts Council,Multi-disciplinary,"4,400 ","6671 Sunset Boulevard, Suite 1502",Suite 1502,Hollywood,CA,90028,2012-13
574,HUC - Skirball Cultural Center,Music,"20,400 ",2701 N. Sepulveda Boulevard,,Los Angeles,CA,90049,2012-13
575,"Imagination Workshop Inc, The",Theatre,"4,100 ","c/o UCLA Semel Institute, 760 Westwood Plaza, Suite C8-151",Suite C8-151,Los Angeles,CA,90024,2012-13
576,INCA the Peruvian Music & Dance Ensemble,Music,"3,400 ",POB 39813,,Los Angeles,CA,90039,2012-13
577,"Independent Shakespeare Co Inc, The",Theatre,"4,100 ","9800 D - Topanga Canyon Blvd., Suite 168",Suite 168,Topanga Canyon,CA,91311,2012-13
578,Indian Film Festival of Los Angeles,Media,"5,700 ","5225 Wilshire Boulevard, Suite 417",Suite 417,Los Angeles,CA,90036,2012-13
579,Inner-City Arts,Multi-disciplinary,"15,000 ",720 Kohler Street,,Los Angeles,CA,90021,2012-13
580,Inside Out Community Arts Inc.,Theatre,"5,300 ",608 Venice Blvd,,Venice,CA,90291,2012-13
581,Interact Theatre Company,Theatre,"2,300 ",P.O. Box 349,,North Hollywood,CA,91603-0349,2012-13
582,International Documentary,Media,"8,800 ","1201 W. 5th Street, Suite M320",Suite M320,Los Angeles,CA,90017,2012-13
583,International Eye Los Angeles,Multi-disciplinary,"4,000 ","8703 La Tijera Boulevard, Suite 208",Suite 208,Los Angeles,CA,90045,2012-13
584,Invertigo Dance Theatre,Dance,"3,000 ",3613 Beethoven St,,Los Angeles,CA,90066,2012-13
585,Israel Independence Day Festival,Festivals/Parades,"9,000 ",18155 Elkwood Street,,Reseda,CA,91335,2012-13
586,Japanese American National Museum,Culture/History,"14,000 ",369 E. First Street,,Los Angeles,CA,90012,2012-13
587,"Jazz Tap Ensemble, Inc., The",Dance,"5,300 ",1416 Westwood Boulevard,,Los Angeles,CA,90024,2012-13
588,Justice by Uniting in Creative Energy,Multi-disciplinary,"4,200 ",P.O. Box 17837,,Los Angeles,CA,90017,2012-13
589,KCET Community Television of Southern California,Media,"25,000 ",4401 Sunset Boulevard,,Los Angeles,CA,90027,2012-13
590,Keith Glassman Dance & Performance,Dance,"1,200 ",6306 Tipton Way,,Los Angeles,CA,90042,2012-13
591,Kodo Arts Sphere America,Traditional/Folk,"6,500 ",3113 Roberts Ave,,Culver City,CA,90232,2012-13
592,Kwanzaa Heritage Foundation,Festivals/Parades,"6,800 ",1260 1/2 W 51st. Street,,Los Angeles,CA,90037,2012-13
593,L A Freewaves,Media,"7,900 ",6522 Hollywood Boulevard,,Los Angeles,CA,90028,2012-13
594,L A Stage Alliance,Business Management & Arts Advocacy,"26,300 ",644 S. Figueroa Street,,Los Angeles,CA,90017,2012-13
595,LA Contemporary Dance,Dance,"3,500 ","4470 W. Sunset Blvd., #553",#553,Los Angeles,CA,90027,2012-13
596,La Danserie,Dance,"1,200 ",9759 Mason Avenue,,Chatsworth,CA,91311,2012-13
597,LA Theatre Works,Multi-disciplinary,"25,000 ",681 Venice Boulevard,,Venice,CA,90291-4805,2012-13
598,Latina Dance Project,Multi-disciplinary,"2,200 ",2159 Lyric Avenue,,Los Angeles,CA,90027,2012-13
599,Latin-American Cinemateca of Los Angeles,Media,"4,400 ",3714 Griffin Avenue,,Los Angeles,CA,90031,2012-13
600,Latino Arts Network Inc,Business Management & Arts Advocacy,"3,500 ","1443 E. Washington Blvd, #224",#224,Pasadena,CA,91104,2012-13
601,Latino Theater Company,Theatre,"19,000 ",514 S. Spring Street,,Los Angeles,CA,90013,2012-13
602,Live Arts Group,Media,"4,000 ",POB 46009,,West Hollywood,CA,90046,2012-13
603,Los Angeles Art Association,Visual/Design,"6,100 ",825 N. La Cienega Boulevard,,Los Angeles,CA,90069,2012-13
604,"Los Angeles Chamber Ballet, Inc.",Dance,"4,900 ","1222 S. Westgate Avenue, Suite 102",Suite 102,Los Angeles,CA,90025,2012-13
605,"Los Angeles Chamber Singers, Inc.",Music,"2,600 ",2055 Kelton Avenue,,Los Angeles,CA,90025-5703,2012-13
606,"Los Angeles Chambers Orchestra Society, Inc., The",Music,"7,600 ","350 S. Figueroa Street, Suite 183",Suite 183,Los Angeles,CA,90071,2012-13
607,"Los Angeles Choreographers & Dancers, Inc.",Dance,"2,300 ",351 S. Virgil Avenue,,Los Angeles,CA,90020-1315,2012-13
608,"Los Angeles Contemporary Exhibitions, Inc.",Visual/Design,"11,400 ",6522 Hollywood Boulevard,,Los Angeles,CA,90028,2012-13
609,"Los Angeles Forum for Architecture and Urban Design, The",Visual/Design,"5,200 ",P.O. Box 291774,,Los Angeles,CA,90029,2012-13
610,Los Angeles Jazz Society,Music,"5,700 ",5903 Noble Avenue,,Van Nuys,CA,91411,2012-13
611,Los Angeles Jewish Symphony,Music,"3,000 ",17455 La Cuesta Lane,,Encino,CA,91316-3900,2012-13
612,Los Angeles Master Chorale Association,Music,"25,000 ",135 N. Grand Avenue,,Los Angeles,CA,90012-3013,2012-13
613,Los Angeles Municipal Art Gallery Associates,Community Advancement,"5,000 ",4800 Hollywood Boulevard,,Los Angeles,CA,90027,2012-13
614,Los Angeles Nomadic Division,Multi-disciplinary,"5,000 ","8033 Sunset Blvd., #455",#455,Los Angeles,CA,90046,2012-13
615,Los Angeles Opera Company,Music,"25,000 ",135 N. Grand Avenue,,Los Angeles,CA,90012,2012-13
616,Los Angeles Philharmonic Association,Music,"26,600 ",151 S. Grand Avenue,,Los Angeles,CA,90012,2012-13
617,Los Angeles Poverty Department,Theatre,"6,300 ",POB 26190,,Los Angeles,CA,90026,2012-13
618,Los Angeles Poverty Department,Theatre,"5,000 ",POB 26190,,Los Angeles,CA,90026-0190,2012-13
619,Los Angeles Womens Theatre Festival,Multi-disciplinary,"2,600 ","11411 Cumpston Street, #204",#204,North Hollywood,CA,91604,2012-13
620,Lula Washington Contemporary Dance Foundation,Dance,"9,800 ",3773 Crenshaw Boulevard,,Los Angeles,CA,90016,2012-13
621,Lummis Day Community Foundation Inc,Festivals/Parades,"4,500 ",1109 Oneonta Drive,,Los Angeles,CA,90065,2012-13
622,Main Street Canoga Park,Festivals/Parades,"2,800 ",7022 Middlesbury St,,West Hills,CA,91307,2012-13
623,Monday Evening Concerts,Music,"5,200 ","3710 S. Robertson Boulevard, Suite 200",Suite 200,Culver City,CA,90232,2012-13
624,Mothers-In-Action Inc,Festivals/Parades,"4,800 ",200 E. Slauson Ave,,Los Angeles,CA,90011,2012-13
625,"Mural Conservancy, The",Culture/History,"13,200 ","155 W. Washington Blvd, Ste G1",Ste G1,Los Angeles,CA,90015,2012-13
626,Museum Associates,Visual/Design,"20,000 ",5905 Wilshire Boulevard,,Los Angeles,CA,90036,2012-13
627,Museum of Contemporary Art Los Angeles,Visual/Design,"15,700 ",250 S. Grand Avenue,,Los Angeles,CA,90012,2012-13
628,Museum of Jurassic Technology,Visual/Design,"6,000 ",9341 Venice Boulevard,,Los Angeles,CA,90232,2012-13
629,Museum of Latin American Art,Visual/Design,"14,800 ",628 Alamitos Avenue,,Long Beach,CA,90802,2012-13
630,"Music Circle, The",Traditional/Folk,"7,000 ",625 S. Madison Avenue,,Pasadena,CA,91106,2012-13
631,Musical Theatre Guild,Theatre,"5,200 ","12424 Wilshire Boulevard, Ste. 115",Ste. 115,Los Angeles,CA,90025,2012-13
632,"National Latino Arts, Education & Media Institute",Business Management & Arts Advocacy,"8,800 ",P.O. Box 1247,,Santa Monica,CA,90406,2012-13
633,NeedTheater,Theatre,"2,500 ",6214 Drexel Avenue,,Los Angeles,CA,90048,2012-13
634,Network of Ensemble Theaters,Business Management & Arts Advocacy,"3,400 ",1709 N. Avenue 56,,Los Angeles,CA,90042,2012-13
635,NewTown Pasadena Foundation,Multi-disciplinary,"3,500 ",2259 Country Club Drive,,Altadena,CA,91001,2012-13
636,Nisei Week Foundation,Festivals/Parades,"2,900 ","244 S. San Pedro Street, Suite #303",Suite #303,Los Angeles,CA,90012,2012-13
637,"Other Side of the Hill Productions, Inc., The",Theatre,"3,500 ",5108 Lankershim Boulevard,,North Hollywood,CA,91601,2012-13
